Store,Dept,SuperBowlSales,ChristmasSales,ThanksgivingSales,MayorVenta
2,71,7188.04,3307.61,8996.62,ThanksgivingSales
2,71,9376.97,3907.59,6479.77,SuperBowlSales
2,71,9376.97,3907.59,8996.62,SuperBowlSales
2,71,9376.97,3307.61,6479.77,SuperBowlSales
2,71,9376.97,3307.61,8996.62,SuperBowlSales
2,72,109918.31,92483.16,263558.03,ChristmasSales
2,72,109918.31,92483.16,285353.53,ChristmasSales
2,72,109918.31,77957.92,263558.03,ChristmasSales
2,72,109918.31,77957.92,285353.53,ChristmasSales
2,72,122524.2,92483.16,263558.03,ChristmasSales
2,72,122524.2,92483.16,285353.53,ChristmasSales
2,72,122524.2,77957.92,263558.03,ChristmasSales
2,72,122524.2,77957.92,285353.53,ChristmasSales
2,72,131002.87,92483.16,263558.03,ChristmasSales
2,72,131002.87,92483.16,285353.53,ChristmasSales
2,72,131002.87,77957.92,263558.03,ChristmasSales
2,72,131002.87,77957.92,285353.53,ChristmasSales
2,74,19152.7,23277.71,26892.11,ThanksgivingSales
2,74,19152.7,23277.71,29723.73,ThanksgivingSales
2,74,19152.7,24760.46,26892.11,ThanksgivingSales
2,74,19152.7,24760.46,29723.73,ThanksgivingSales
2,74,19186.03,23277.71,26892.11,ThanksgivingSales
2,74,19186.03,23277.71,29723.73,ThanksgivingSales
2,74,19186.03,24760.46,26892.11,ThanksgivingSales
2,74,19186.03,24760.46,29723.73,ThanksgivingSales
2,74,17769.77,23277.71,26892.11,ThanksgivingSales
2,74,17769.77,23277.71,29723.73,ThanksgivingSales
2,74,17769.77,24760.46,26892.11,ThanksgivingSales
2,74,17769.77,24760.46,29723.73,ThanksgivingSales
2,79,38257.99,25907.28,31430.7,SuperBowlSales
2,79,38257.99,25907.28,31418.54,SuperBowlSales
2,79,38257.99,26651.58,31430.7,SuperBowlSales
2,79,38257.99,26651.58,31418.54,SuperBowlSales
2,79,38604.13,25907.28,31430.7,SuperBowlSales
2,79,38604.13,25907.28,31418.54,SuperBowlSales
2,79,38604.13,26651.58,31430.7,SuperBowlSales
2,79,38604.13,26651.58,31418.54,SuperBowlSales
2,79,35332.47,25907.28,31430.7,SuperBowlSales
2,79,35332.47,25907.28,31418.54,SuperBowlSales
2,79,35332.47,26651.58,31430.7,SuperBowlSales
2,79,35332.47,26651.58,31418.54,SuperBowlSales
2,80,28730.16,22691.33,23896.69,SuperBowlSales
2,80,28730.16,22691.33,24418.84,SuperBowlSales
2,80,28730.16,23716.18,23896.69,SuperBowlSales
2,80,28730.16,23716.18,24418.84,SuperBowlSales
2,80,29823.06,22691.33,23896.69,SuperBowlSales
2,80,29823.06,22691.33,24418.84,SuperBowlSales
2,80,29823.06,23716.18,23896.69,SuperBowlSales
2,80,29823.06,23716.18,24418.84,SuperBowlSales
2,80,28357.12,22691.33,23896.69,SuperBowlSales
2,80,28357.12,22691.33,24418.84,SuperBowlSales
2,80,28357.12,23716.18,23896.69,SuperBowlSales
2,80,28357.12,23716.18,24418.84,SuperBowlSales
2,81,33361.51,23665.65,32479.38,SuperBowlSales
2,81,33361.51,23665.65,33443.08,ThanksgivingSales
2,81,33361.51,25435.48,32479.38,SuperBowlSales
2,81,33361.51,25435.48,33443.08,ThanksgivingSales
2,81,35716.49,23665.65,32479.38,SuperBowlSales
2,81,35716.49,23665.65,33443.08,SuperBowlSales
2,81,35716.49,25435.48,32479.38,SuperBowlSales
2,81,35716.49,25435.48,33443.08,SuperBowlSales
2,81,31655.05,23665.65,32479.38,ThanksgivingSales
2,81,31655.05,23665.65,33443.08,ThanksgivingSales
2,81,31655.05,25435.48,32479.38,ThanksgivingSales
2,81,31655.05,25435.48,33443.08,ThanksgivingSales
2,82,22121.92,45651.08,28812.86,ChristmasSales
2,82,22121.92,45651.08,30741.37,ChristmasSales
2,82,22121.92,25632.39,28812.86,ThanksgivingSales
2,82,22121.92,25632.39,30741.37,ThanksgivingSales
2,82,26803.78,45651.08,28812.86,ChristmasSales
2,82,26803.78,45651.08,30741.37,ChristmasSales
2,82,26803.78,25632.39,28812.86,ThanksgivingSales
2,82,26803.78,25632.39,30741.37,ThanksgivingSales
2,82,23414.68,45651.08,28812.86,ChristmasSales
2,82,23414.68,45651.08,30741.37,ChristmasSales
2,82,23414.68,25632.39,28812.86,ThanksgivingSales
2,82,23414.68,25632.39,30741.37,ThanksgivingSales
2,83,8604.35,4881.62,3629.55,SuperBowlSales
2,83,8604.35,4881.62,3690.83,SuperBowlSales
2,83,8604.35,5142.1,3629.55,SuperBowlSales
2,83,8604.35,5142.1,3690.83,SuperBowlSales
2,83,6975.43,4881.62,3629.55,SuperBowlSales
2,83,6975.43,4881.62,3690.83,SuperBowlSales
2,83,6975.43,5142.1,3629.55,SuperBowlSales
2,83,6975.43,5142.1,3690.83,SuperBowlSales
2,83,6717.84,4881.62,3629.55,SuperBowlSales
2,83,6717.84,4881.62,3690.83,SuperBowlSales
2,83,6717.84,5142.1,3629.55,SuperBowlSales
2,83,6717.84,5142.1,3690.83,SuperBowlSales
2,85,4784.26,4058.17,2953.88,SuperBowlSales
2,85,4784.26,4058.17,4299.26,SuperBowlSales
2,85,4784.26,3900.37,2953.88,SuperBowlSales
2,85,4784.26,3900.37,4299.26,SuperBowlSales
2,85,3439.48,4058.17,2953.88,ChristmasSales
2,85,3439.48,4058.17,4299.26,ThanksgivingSales
2,85,3439.48,3900.37,2953.88,ChristmasSales
2,85,3439.48,3900.37,4299.26,ThanksgivingSales
2,85,3024.13,4058.17,2953.88,ChristmasSales
2,85,3024.13,4058.17,4299.26,ThanksgivingSales
2,85,3024.13,3900.37,2953.88,ChristmasSales
2,85,3024.13,3900.37,4299.26,ThanksgivingSales
2,87,35794.44,28973.6,31874.88,SuperBowlSales
2,87,35794.44,28973.6,26018.32,SuperBowlSales
2,87,35794.44,22206.22,31874.88,SuperBowlSales
2,87,35794.44,22206.22,26018.32,SuperBowlSales
2,87,26420.05,28973.6,31874.88,ThanksgivingSales
2,87,26420.05,28973.6,26018.32,ChristmasSales
2,87,26420.05,22206.22,31874.88,ThanksgivingSales
2,87,26420.05,22206.22,26018.32,SuperBowlSales
2,87,37265.47,28973.6,31874.88,SuperBowlSales
2,87,37265.47,28973.6,26018.32,SuperBowlSales
2,87,37265.47,22206.22,31874.88,SuperBowlSales
2,87,37265.47,22206.22,26018.32,SuperBowlSales
2,90,106948.27,89541.27,131612.61,ChristmasSales
2,90,106948.27,89541.27,116128.49,ChristmasSales
2,90,106948.27,85437.15,131612.61,ChristmasSales
2,90,106948.27,85437.15,116128.49,ChristmasSales
2,90,109500.31,89541.27,131612.61,ChristmasSales
2,90,109500.31,89541.27,116128.49,ChristmasSales
2,90,109500.31,85437.15,131612.61,ChristmasSales
2,90,109500.31,85437.15,116128.49,ChristmasSales
2,90,104060.48,89541.27,131612.61,ChristmasSales
2,90,104060.48,89541.27,116128.49,ChristmasSales
2,90,104060.48,85437.15,131612.61,ChristmasSales
2,90,104060.48,85437.15,116128.49,ChristmasSales
2,91,92680.72,58947.97,77606.71,SuperBowlSales
2,91,92680.72,58947.97,74842.31,SuperBowlSales
2,91,92680.72,65452.57,77606.71,SuperBowlSales
2,91,92680.72,65452.57,74842.31,SuperBowlSales
2,91,94029.23,58947.97,77606.71,SuperBowlSales
2,91,94029.23,58947.97,74842.31,SuperBowlSales
2,91,94029.23,65452.57,77606.71,SuperBowlSales
2,91,94029.23,65452.57,74842.31,SuperBowlSales
2,91,89025.36,58947.97,77606.71,SuperBowlSales
2,91,89025.36,58947.97,74842.31,SuperBowlSales
2,91,89025.36,65452.57,77606.71,SuperBowlSales
2,91,89025.36,65452.57,74842.31,SuperBowlSales
2,92,182142.89,142937.91,238066.17,ThanksgivingSales
2,92,182142.89,142937.91,219880.49,ThanksgivingSales
2,92,182142.89,135121.66,238066.17,ThanksgivingSales
2,92,182142.89,135121.66,219880.49,ThanksgivingSales
2,92,195482.73,142937.91,238066.17,ThanksgivingSales
2,92,195482.73,142937.91,219880.49,ThanksgivingSales
2,92,195482.73,135121.66,238066.17,ThanksgivingSales
2,92,195482.73,135121.66,219880.49,ThanksgivingSales
2,92,184489.05,142937.91,238066.17,ThanksgivingSales
2,92,184489.05,142937.91,219880.49,ThanksgivingSales
2,92,184489.05,135121.66,238066.17,ThanksgivingSales
2,92,184489.05,135121.66,219880.49,ThanksgivingSales
2,93,68501.78,56588.2,88617.19,ThanksgivingSales
2,93,68501.78,56588.2,80760.92,ThanksgivingSales
2,93,68501.78,59233.86,88617.19,ThanksgivingSales
2,93,68501.78,59233.86,80760.92,ThanksgivingSales
2,93,79757.96,56588.2,88617.19,ThanksgivingSales
2,93,79757.96,56588.2,80760.92,ThanksgivingSales
2,93,79757.96,59233.86,88617.19,ThanksgivingSales
2,93,79757.96,59233.86,80760.92,ThanksgivingSales
2,93,75593.95,56588.2,88617.19,ThanksgivingSales
2,93,75593.95,56588.2,80760.92,ThanksgivingSales
2,93,75593.95,59233.86,88617.19,ThanksgivingSales
2,93,75593.95,59233.86,80760.92,ThanksgivingSales
2,94,73828.47,52267.1,75560.87,ThanksgivingSales
2,94,73828.47,52267.1,72649.16,SuperBowlSales
2,94,73828.47,52718.16,75560.87,ThanksgivingSales
2,94,73828.47,52718.16,72649.16,SuperBowlSales
2,94,73048.03,52267.1,75560.87,ThanksgivingSales
2,94,73048.03,52267.1,72649.16,SuperBowlSales
2,94,73048.03,52718.16,75560.87,ThanksgivingSales
2,94,73048.03,52718.16,72649.16,SuperBowlSales
2,94,68065.46,52267.1,75560.87,ThanksgivingSales
2,94,68065.46,52267.1,72649.16,ThanksgivingSales
2,94,68065.46,52718.16,75560.87,ThanksgivingSales
2,94,68065.46,52718.16,72649.16,ThanksgivingSales
2,95,144429.03,111863.62,138040.18,SuperBowlSales
2,95,144429.03,111863.62,133058.56,SuperBowlSales
2,95,144429.03,122040.2,138040.18,SuperBowlSales
2,95,144429.03,122040.2,133058.56,SuperBowlSales
2,95,151345.55,111863.62,138040.18,SuperBowlSales
2,95,151345.55,111863.62,133058.56,SuperBowlSales
2,95,151345.55,122040.2,138040.18,SuperBowlSales
2,95,151345.55,122040.2,133058.56,SuperBowlSales
2,95,142233.67,111863.62,138040.18,SuperBowlSales
2,95,142233.67,111863.62,133058.56,SuperBowlSales
2,95,142233.67,122040.2,138040.18,SuperBowlSales
2,95,142233.67,122040.2,133058.56,SuperBowlSales
2,96,32120.35,37214.74,41807.06,ThanksgivingSales
2,96,32120.35,37214.74,45434.62,ThanksgivingSales
2,96,32120.35,46645.18,41807.06,ChristmasSales
2,96,32120.35,46645.18,45434.62,ChristmasSales
2,96,35702.31,37214.74,41807.06,ThanksgivingSales
2,96,35702.31,37214.74,45434.62,ThanksgivingSales
2,96,35702.31,46645.18,41807.06,ChristmasSales
2,96,35702.31,46645.18,45434.62,ChristmasSales
2,96,32664.73,37214.74,41807.06,ThanksgivingSales
2,96,32664.73,37214.74,45434.62,ThanksgivingSales
2,96,32664.73,46645.18,41807.06,ChristmasSales
2,96,32664.73,46645.18,45434.62,ChristmasSales
2,97,42135.66,33285.31,36479.75,SuperBowlSales
2,97,42135.66,33285.31,36862.71,SuperBowlSales
2,97,42135.66,33686.69,36479.75,SuperBowlSales
2,97,42135.66,33686.69,36862.71,SuperBowlSales
2,97,45571.32,33285.31,36479.75,SuperBowlSales
2,97,45571.32,33285.31,36862.71,SuperBowlSales
2,97,45571.32,33686.69,36479.75,SuperBowlSales
2,97,45571.32,33686.69,36862.71,SuperBowlSales
2,97,42599.47,33285.31,36479.75,SuperBowlSales
2,97,42599.47,33285.31,36862.71,SuperBowlSales
2,97,42599.47,33686.69,36479.75,SuperBowlSales
2,97,42599.47,33686.69,36862.71,SuperBowlSales
2,98,20015.78,12327.18,20870.45,ThanksgivingSales
2,98,20015.78,12327.18,24029,ThanksgivingSales
2,98,20015.78,10994.87,20870.45,ThanksgivingSales
2,98,20015.78,10994.87,24029,ThanksgivingSales
2,98,17258.58,12327.18,20870.45,ThanksgivingSales
2,98,17258.58,12327.18,24029,ThanksgivingSales
2,98,17258.58,10994.87,20870.45,ThanksgivingSales
2,98,17258.58,10994.87,24029,ThanksgivingSales
2,98,16000.63,12327.18,20870.45,ThanksgivingSales
2,98,16000.63,12327.18,24029,ThanksgivingSales
2,98,16000.63,10994.87,20870.45,ThanksgivingSales
2,98,16000.63,10994.87,24029,ThanksgivingSales
2,99,1215,20,2850,ThanksgivingSales
3,1,12748.72,7793.74,6912.38,ChristmasSales
3,1,12748.72,7793.74,5111.38,ChristmasSales
3,1,12748.72,5375.83,6912.38,ThanksgivingSales
3,1,12748.72,5375.83,5111.38,ChristmasSales
3,1,11283.98,7793.74,6912.38,ChristmasSales
3,1,11283.98,7793.74,5111.38,ChristmasSales
3,1,11283.98,5375.83,6912.38,ThanksgivingSales
3,1,11283.98,5375.83,5111.38,ChristmasSales
3,1,11343.41,7793.74,6912.38,ChristmasSales
3,1,11343.41,7793.74,5111.38,ChristmasSales
3,1,11343.41,5375.83,6912.38,ThanksgivingSales
3,1,11343.41,5375.83,5111.38,ChristmasSales
3,2,15177.3,16996.31,14641.28,ChristmasSales
3,2,15177.3,16996.31,14051.23,ChristmasSales
3,2,15177.3,13584.29,14641.28,SuperBowlSales
3,2,15177.3,13584.29,14051.23,SuperBowlSales
3,2,16535.49,16996.31,14641.28,ChristmasSales
3,2,16535.49,16996.31,14051.23,ChristmasSales
3,2,16535.49,13584.29,14641.28,SuperBowlSales
3,2,16535.49,13584.29,14051.23,SuperBowlSales
3,2,20754.94,16996.31,14641.28,SuperBowlSales
3,2,20754.94,16996.31,14051.23,SuperBowlSales
3,2,20754.94,13584.29,14641.28,SuperBowlSales
3,2,20754.94,13584.29,14051.23,SuperBowlSales
3,3,4887.08,3936.63,4382.01,SuperBowlSales
3,3,4887.08,3936.63,4411.18,SuperBowlSales
3,3,4887.08,2771.75,4382.01,SuperBowlSales
3,3,4887.08,2771.75,4411.18,SuperBowlSales
3,3,4151.55,3936.63,4382.01,ThanksgivingSales
3,3,4151.55,3936.63,4411.18,ThanksgivingSales
3,3,4151.55,2771.75,4382.01,ThanksgivingSales
3,3,4151.55,2771.75,4411.18,ThanksgivingSales
3,3,5482.49,3936.63,4382.01,SuperBowlSales
3,3,5482.49,3936.63,4411.18,SuperBowlSales
3,3,5482.49,2771.75,4382.01,SuperBowlSales
3,3,5482.49,2771.75,4411.18,SuperBowlSales
3,4,8489.46,9354.29,9109.1,ChristmasSales
3,4,8489.46,9354.29,9123.35,ChristmasSales
3,4,8489.46,9594.35,9109.1,ChristmasSales
3,4,8489.46,9594.35,9123.35,ChristmasSales
3,4,8899.61,9354.29,9109.1,ChristmasSales
3,4,8899.61,9354.29,9123.35,ChristmasSales
3,4,8899.61,9594.35,9109.1,ChristmasSales
3,4,8899.61,9594.35,9123.35,ChristmasSales
3,4,9462.19,9354.29,9109.1,SuperBowlSales
3,4,9462.19,9354.29,9123.35,SuperBowlSales
3,4,9462.19,9594.35,9109.1,ChristmasSales
3,4,9462.19,9594.35,9123.35,ChristmasSales
3,5,12981.72,17638.62,44129.09,ThanksgivingSales
3,5,12981.72,17638.62,40342.94,ThanksgivingSales
3,5,12981.72,11422.82,44129.09,ThanksgivingSales
3,5,12981.72,11422.82,40342.94,ThanksgivingSales
3,5,15155.69,17638.62,44129.09,ThanksgivingSales
3,5,15155.69,17638.62,40342.94,ThanksgivingSales
3,5,15155.69,11422.82,44129.09,ThanksgivingSales
3,5,15155.69,11422.82,40342.94,ThanksgivingSales
3,5,19760.41,17638.62,44129.09,ThanksgivingSales
3,5,19760.41,17638.62,40342.94,ThanksgivingSales
3,5,19760.41,11422.82,44129.09,ThanksgivingSales
3,5,19760.41,11422.82,40342.94,ThanksgivingSales
3,6,2605.51,3355.4,7217.97,ThanksgivingSales
3,6,2605.51,3355.4,13067.28,ChristmasSales
3,6,2605.51,1797.26,7217.97,ThanksgivingSales
3,6,2605.51,1797.26,13067.28,SuperBowlSales
3,6,3340.4,3355.4,7217.97,ThanksgivingSales
3,6,3340.4,3355.4,13067.28,ChristmasSales
3,6,3340.4,1797.26,7217.97,ThanksgivingSales
3,6,3340.4,1797.26,13067.28,SuperBowlSales
3,6,2288.78,3355.4,7217.97,ThanksgivingSales
3,6,2288.78,3355.4,13067.28,ChristmasSales
3,6,2288.78,1797.26,7217.97,ThanksgivingSales
3,6,2288.78,1797.26,13067.28,SuperBowlSales
3,7,8087.19,17501.29,35201.16,SuperBowlSales
3,7,8087.19,17501.29,33061.55,SuperBowlSales
3,7,8087.19,13228.62,35201.16,SuperBowlSales
3,7,8087.19,13228.62,33061.55,SuperBowlSales
3,7,10060.57,17501.29,35201.16,ThanksgivingSales
3,7,10060.57,17501.29,33061.55,ThanksgivingSales
3,7,10060.57,13228.62,35201.16,ThanksgivingSales
3,7,10060.57,13228.62,33061.55,ThanksgivingSales
3,7,10680.87,17501.29,35201.16,ThanksgivingSales
3,7,10680.87,17501.29,33061.55,ThanksgivingSales
3,7,10680.87,13228.62,35201.16,ThanksgivingSales
3,7,10680.87,13228.62,33061.55,ThanksgivingSales
3,8,8134.91,8783,7415.18,ChristmasSales
3,8,8134.91,8783,7260.27,ChristmasSales
3,8,8134.91,8386.91,7415.18,ChristmasSales
3,8,8134.91,8386.91,7260.27,ChristmasSales
3,8,7590.46,8783,7415.18,ChristmasSales
3,8,7590.46,8783,7260.27,ChristmasSales
3,8,7590.46,8386.91,7415.18,ChristmasSales
3,8,7590.46,8386.91,7260.27,ChristmasSales
3,8,9194.54,8783,7415.18,SuperBowlSales
3,8,9194.54,8783,7260.27,SuperBowlSales
3,8,9194.54,8386.91,7415.18,SuperBowlSales
3,8,9194.54,8386.91,7260.27,SuperBowlSales
3,9,4043.26,11347.37,14491.56,SuperBowlSales
3,9,4043.26,11347.37,13426.91,SuperBowlSales
3,9,4043.26,10395.52,14491.56,SuperBowlSales
3,9,4043.26,10395.52,13426.91,SuperBowlSales
3,9,7964.75,11347.37,14491.56,SuperBowlSales
3,9,7964.75,11347.37,13426.91,SuperBowlSales
3,9,7964.75,10395.52,14491.56,SuperBowlSales
3,9,7964.75,10395.52,13426.91,SuperBowlSales
3,9,8147.52,11347.37,14491.56,SuperBowlSales
3,9,8147.52,11347.37,13426.91,SuperBowlSales
3,9,8147.52,10395.52,14491.56,SuperBowlSales
3,9,8147.52,10395.52,13426.91,SuperBowlSales
3,10,9630.52,9147.85,11479.36,SuperBowlSales
3,10,9630.52,9147.85,9506.77,SuperBowlSales
3,10,9630.52,8148.15,11479.36,SuperBowlSales
3,10,9630.52,8148.15,9506.77,SuperBowlSales
3,10,10639.09,9147.85,11479.36,ChristmasSales
3,10,10639.09,9147.85,9506.77,ThanksgivingSales
3,10,10639.09,8148.15,11479.36,ChristmasSales
3,10,10639.09,8148.15,9506.77,ThanksgivingSales
3,10,14043.17,9147.85,11479.36,ChristmasSales
3,10,14043.17,9147.85,9506.77,ThanksgivingSales
3,10,14043.17,8148.15,11479.36,ChristmasSales
3,10,14043.17,8148.15,9506.77,ThanksgivingSales
3,11,4987.86,8143.34,9741.27,ThanksgivingSales
3,11,4987.86,8143.34,8598.67,ThanksgivingSales
3,11,4987.86,6215.34,9741.27,ThanksgivingSales
3,11,4987.86,6215.34,8598.67,ThanksgivingSales
3,11,5641.34,8143.34,9741.27,ThanksgivingSales
3,11,5641.34,8143.34,8598.67,ThanksgivingSales
3,11,5641.34,6215.34,9741.27,ThanksgivingSales
3,11,5641.34,6215.34,8598.67,ThanksgivingSales
3,11,8579.63,8143.34,9741.27,ThanksgivingSales
3,11,8579.63,8143.34,8598.67,ThanksgivingSales
3,11,8579.63,6215.34,9741.27,ThanksgivingSales
3,11,8579.63,6215.34,8598.67,ThanksgivingSales
3,12,2471.91,1173.4,1317.31,SuperBowlSales
3,12,2471.91,1173.4,1944.83,SuperBowlSales
3,12,2471.91,1213.27,1317.31,SuperBowlSales
3,12,2471.91,1213.27,1944.83,SuperBowlSales
3,12,1731.02,1173.4,1317.31,SuperBowlSales
3,12,1731.02,1173.4,1944.83,ThanksgivingSales
3,12,1731.02,1213.27,1317.31,SuperBowlSales
3,12,1731.02,1213.27,1944.83,ThanksgivingSales
3,12,2328.39,1173.4,1317.31,SuperBowlSales
3,12,2328.39,1173.4,1944.83,SuperBowlSales
3,12,2328.39,1213.27,1317.31,SuperBowlSales
3,12,2328.39,1213.27,1944.83,SuperBowlSales
3,13,10785.3,10430.29,9245.41,ThanksgivingSales
3,13,10785.3,10430.29,11160.24,ThanksgivingSales
3,13,10785.3,13503.37,9245.41,ThanksgivingSales
3,13,10785.3,13503.37,11160.24,ChristmasSales
3,13,10563.34,10430.29,9245.41,ThanksgivingSales
3,13,10563.34,10430.29,11160.24,ThanksgivingSales
3,13,10563.34,13503.37,9245.41,ThanksgivingSales
3,13,10563.34,13503.37,11160.24,ChristmasSales
3,13,12904.96,10430.29,9245.41,ThanksgivingSales
3,13,12904.96,10430.29,11160.24,SuperBowlSales
3,13,12904.96,13503.37,9245.41,ThanksgivingSales
3,13,12904.96,13503.37,11160.24,ChristmasSales
3,14,5336.32,4446.54,14193.66,SuperBowlSales
3,14,5336.32,4446.54,13401.62,SuperBowlSales
3,14,5336.32,5661.32,14193.66,ChristmasSales
3,14,5336.32,5661.32,13401.62,ChristmasSales
3,14,4417.48,4446.54,14193.66,ChristmasSales
3,14,4417.48,4446.54,13401.62,ChristmasSales
3,14,4417.48,5661.32,14193.66,ChristmasSales
3,14,4417.48,5661.32,13401.62,ChristmasSales
3,14,5780.3,4446.54,14193.66,SuperBowlSales
3,14,5780.3,4446.54,13401.62,SuperBowlSales
3,14,5780.3,5661.32,14193.66,SuperBowlSales
3,14,5780.3,5661.32,13401.62,SuperBowlSales
3,16,4451.31,2113.08,3032.54,SuperBowlSales
3,16,4451.31,2113.08,2427.52,SuperBowlSales
3,16,4451.31,1881.53,3032.54,SuperBowlSales
3,16,4451.31,1881.53,2427.52,SuperBowlSales
3,16,4265.65,2113.08,3032.54,SuperBowlSales
3,16,4265.65,2113.08,2427.52,SuperBowlSales
3,16,4265.65,1881.53,3032.54,SuperBowlSales
3,16,4265.65,1881.53,2427.52,SuperBowlSales
3,16,6547.27,2113.08,3032.54,SuperBowlSales
3,16,6547.27,2113.08,2427.52,SuperBowlSales
3,16,6547.27,1881.53,3032.54,SuperBowlSales
3,16,6547.27,1881.53,2427.52,SuperBowlSales
3,17,3916.9,4495.01,4238.72,ChristmasSales
3,17,3916.9,4495.01,3186.8,ChristmasSales
3,17,3916.9,3558.03,4238.72,ThanksgivingSales
3,17,3916.9,3558.03,3186.8,SuperBowlSales
3,17,2647.08,4495.01,4238.72,ChristmasSales
3,17,2647.08,4495.01,3186.8,ChristmasSales
3,17,2647.08,3558.03,4238.72,ThanksgivingSales
3,17,2647.08,3558.03,3186.8,ChristmasSales
3,17,2987.04,4495.01,4238.72,ChristmasSales
3,17,2987.04,4495.01,3186.8,ChristmasSales
3,17,2987.04,3558.03,4238.72,ThanksgivingSales
3,17,2987.04,3558.03,3186.8,ChristmasSales
3,18,7812.75,6197.2,12534.3,SuperBowlSales
3,18,7812.75,6197.2,12936.86,SuperBowlSales
3,18,7812.75,5105.82,12534.3,SuperBowlSales
3,18,7812.75,5105.82,12936.86,SuperBowlSales
3,18,2889.94,6197.2,12534.3,ChristmasSales
3,18,2889.94,6197.2,12936.86,ChristmasSales
3,18,2889.94,5105.82,12534.3,ChristmasSales
3,18,2889.94,5105.82,12936.86,ChristmasSales
3,18,3386.54,6197.2,12534.3,ChristmasSales
3,18,3386.54,6197.2,12936.86,ChristmasSales
3,18,3386.54,5105.82,12534.3,ChristmasSales
3,18,3386.54,5105.82,12936.86,ChristmasSales
3,19,1025.06,679.11,401.12,ChristmasSales
3,19,1025.06,679.11,665.57,ChristmasSales
3,19,1025.06,1700.8,401.12,ThanksgivingSales
3,19,1025.06,1700.8,665.57,ThanksgivingSales
3,19,51.26,679.11,401.12,ChristmasSales
3,19,51.26,679.11,665.57,ChristmasSales
3,19,51.26,1700.8,401.12,SuperBowlSales
3,19,51.26,1700.8,665.57,ThanksgivingSales
3,19,541.72,679.11,401.12,ChristmasSales
3,19,541.72,679.11,665.57,ChristmasSales
3,19,541.72,1700.8,401.12,SuperBowlSales
3,19,541.72,1700.8,665.57,ThanksgivingSales
3,20,1423.02,1595.57,3546.44,ThanksgivingSales
3,20,1423.02,1595.57,2475.57,ThanksgivingSales
3,20,1423.02,1317.72,3546.44,ThanksgivingSales
3,20,1423.02,1317.72,2475.57,ThanksgivingSales
3,20,1355.8,1595.57,3546.44,ThanksgivingSales
3,20,1355.8,1595.57,2475.57,ThanksgivingSales
3,20,1355.8,1317.72,3546.44,ThanksgivingSales
3,20,1355.8,1317.72,2475.57,ThanksgivingSales
3,20,2217.83,1595.57,3546.44,ThanksgivingSales
3,20,2217.83,1595.57,2475.57,ThanksgivingSales
3,20,2217.83,1317.72,3546.44,ThanksgivingSales
3,20,2217.83,1317.72,2475.57,ThanksgivingSales
3,21,1052.41,1195.35,2071.75,ThanksgivingSales
3,21,1052.41,1195.35,1354.3,ThanksgivingSales
3,21,1052.41,1165.61,2071.75,ThanksgivingSales
3,21,1052.41,1165.61,1354.3,ThanksgivingSales
3,21,1210.05,1195.35,2071.75,ThanksgivingSales
3,21,1210.05,1195.35,1354.3,ThanksgivingSales
3,21,1210.05,1165.61,2071.75,ThanksgivingSales
3,21,1210.05,1165.61,1354.3,ThanksgivingSales
3,21,1192.35,1195.35,2071.75,ThanksgivingSales
3,21,1192.35,1195.35,1354.3,ThanksgivingSales
3,21,1192.35,1165.61,2071.75,ThanksgivingSales
3,21,1192.35,1165.61,1354.3,ThanksgivingSales
3,22,4195.53,3609.95,9137.14,ThanksgivingSales
3,22,4195.53,3609.95,8124.33,ThanksgivingSales
3,22,4195.53,2713.6,9137.14,ThanksgivingSales
3,22,4195.53,2713.6,8124.33,ThanksgivingSales
3,22,3944.41,3609.95,9137.14,ThanksgivingSales
3,22,3944.41,3609.95,8124.33,ThanksgivingSales
3,22,3944.41,2713.6,9137.14,ThanksgivingSales
3,22,3944.41,2713.6,8124.33,ThanksgivingSales
3,22,4501.21,3609.95,9137.14,ThanksgivingSales
3,22,4501.21,3609.95,8124.33,ThanksgivingSales
3,22,4501.21,2713.6,9137.14,ThanksgivingSales
3,22,4501.21,2713.6,8124.33,ThanksgivingSales
3,23,8957.69,12124.79,13560.27,SuperBowlSales
3,23,8957.69,12124.79,16532.41,SuperBowlSales
3,23,8957.69,7872.48,13560.27,SuperBowlSales
3,23,8957.69,7872.48,16532.41,SuperBowlSales
3,23,10375.53,12124.79,13560.27,ThanksgivingSales
3,23,10375.53,12124.79,16532.41,ThanksgivingSales
3,23,10375.53,7872.48,13560.27,ChristmasSales
3,23,10375.53,7872.48,16532.41,ChristmasSales
3,23,13033.57,12124.79,13560.27,ThanksgivingSales
3,23,13033.57,12124.79,16532.41,ThanksgivingSales
3,23,13033.57,7872.48,13560.27,ChristmasSales
3,23,13033.57,7872.48,16532.41,ChristmasSales
3,24,2949.98,2404.57,4600.85,ThanksgivingSales
3,24,2949.98,2404.57,4821.4,ThanksgivingSales
3,24,2949.98,945.7,4600.85,ChristmasSales
3,24,2949.98,945.7,4821.4,ChristmasSales
3,24,3171.08,2404.57,4600.85,ThanksgivingSales
3,24,3171.08,2404.57,4821.4,ThanksgivingSales
3,24,3171.08,945.7,4600.85,ChristmasSales
3,24,3171.08,945.7,4821.4,ChristmasSales
3,24,4480.87,2404.57,4600.85,ThanksgivingSales
3,24,4480.87,2404.57,4821.4,ThanksgivingSales
3,24,4480.87,945.7,4600.85,ChristmasSales
3,24,4480.87,945.7,4821.4,ChristmasSales
